"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"H-optimus-0","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.740612328146393,0.667564174973122,0.808751572073218,0.6082639,0.5135,0.6957,0.4998376,0.41009,0.588265,0.499839307990405,0.410057789644483,0.588299605339247,0.749286519898905,0.701940914029343,0.795091430664842,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.579280423708843,0.495048007194078,0.663143629210527,0.4262854,0.3546875,0.5086175,0.3812337,0.2806575,0.482805,0.381231573018511,0.28065862500073,0.482833693471215,0.691272325647507,0.639878121354948,0.745183158388804,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.685366486579787,0.606087654064053,0.768392477591859,0.5526133,0.4658,0.6543125,0.5108385,0.41637,0.60651,0.510838067482928,0.41637470721047,0.606507055770028,0.754586444318978,0.705406557505413,0.803939800790634,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.644483728046294,0.560145993181542,0.724478534475136,0.4988232,0.415595,0.5865025,0.4790099,0.382,0.5808475,0.479011325997269,0.381994944223037,0.580864217362218,0.739614119260267,0.690578529552152,0.795248651563953,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.737937190351904,0.660003942660477,0.808178195111948,0.6047486,0.5090725,0.6956025,0.5611511,0.4613925,0.659405,0.561152071806018,0.461393807600704,0.659374620569018,0.780306080818156,0.731339059805228,0.829260743573285,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.683852431118283,0.601203848048338,0.759104405225028,0.5200924,0.4365975,0.610205,0.4981138,0.39488,0.603305,0.498113726011109,0.394856086073758,0.603321953781513,0.748852261286366,0.695924256743214,0.801970141281123,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.73445799916457,0.662091611401795,0.806425900955259,0.6084048,0.5207075,0.70121,0.5295687,0.4309875,0.6282025,0.529569064669469,0.43094630167906,0.62824750033495,0.764962113180688,0.715460372960373,0.815151724548515,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.714619659825126,0.638505140073729,0.790273432484322,0.5901568,0.5038975,0.68571,0.5214089,0.4222675,0.618615,0.521408785060874,0.422267730913982,0.618618123155328,0.760623311033847,0.708274827128043,0.810786444435612,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.688601180868188,0.608317932775505,0.770905641918013,0.5692883,0.487975,0.657925,0.520808,0.4274,0.6252175,0.520808144289789,0.427409845056904,0.62523654431413,0.760641640018108,0.70929627004224,0.816059895505088,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.587564043877823,0.506976066104482,0.662441481894099,0.4506431,0.3712975,0.531205,0.4152165,0.3381875,0.4909125,0.415217263031468,0.338222394220846,0.49092151675485,0.707672487947045,0.670348494333195,0.746873671433149,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.645495446775616,0.565776179408177,0.722051664258857,0.4905652,0.4122925,0.577705,0.4457797,0.349975,0.5452125,0.445779631956804,0.349929933060014,0.545193575339606,0.722936997075462,0.67349452510524,0.775017035188613,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.646006635562603,0.560613154570026,0.724815655656797,0.5032055,0.4132875,0.595005,0.4448923,0.3493975,0.5441075,0.44489144422329,0.349357718894009,0.544070881226054,0.722731829675113,0.673289426491885,0.775578438945226,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.561619081486497,0.481110814549117,0.640511375041152,0.4415974,0.3704,0.518235,0.3820341,0.2914525,0.47281,0.382034683669499,0.291409590936845,0.472828605858361,0.691289999267171,0.643585800186399,0.735928916138864,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.599723729339893,0.52314070606196,0.674550482900723,0.4488059,0.377365,0.52941,0.3919756,0.3009675,0.49191,0.391974854897394,0.300988571179306,0.491901731901732,0.696609391304974,0.649637743890038,0.748186993711187,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.592188077068659,0.513123013837272,0.664736044906537,0.4567274,0.3829975,0.540605,0.415277,0.341385,0.4812025,0.415277220046505,0.341365126731506,0.481243686868687,0.707193543435441,0.669857129872705,0.741017156862745,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.628870905698496,0.54953584006856,0.705433817265365,0.4817432,0.40388,0.5635625,0.4309322,0.3509775,0.5071075,0.430932392991288,0.350957198604257,0.507120495999806,0.714563232516761,0.675032841239266,0.75445679311706,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.644113247959442,0.566256148888036,0.723543647159607,0.4918609,0.41509,0.581825,0.4378348,0.3431975,0.5352,0.43783448377033,0.343225511695906,0.535214015151515,0.719338484746434,0.670609182250399,0.770814925627786,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.577779660830327,0.486952483280174,0.661062821096549,0.4445527,0.36178,0.537245,0.4262408,0.33497,0.5179125,0.426241131073575,0.334992464972304,0.517949952035318,0.712984701464076,0.667144492247426,0.760127183796325,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.594551691484429,0.511780111412013,0.672198418610686,0.4581615,0.377995,0.5501025,0.415041,0.334495,0.4987025,0.41504134970669,0.334528635778636,0.49869668835276,0.707620434506755,0.667447898405682,0.750316783910534,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.490974983559401,0.408232851842056,0.579340438657278,0.3635012,0.3048975,0.4401025,0.3195236,0.229485,0.4134025,0.319523345984119,0.229501324108455,0.41342947595705,0.65959162393586,0.61466023326915,0.706282519800836,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","lung grade","Out of Domain","Lung","lung","Diagnostic: Tumor Grading","Diagnostic",0.558722288812024,0.476730583870091,0.636848732405986,0.441488,0.368795,0.5223375,0.3915737,0.294875,0.482905,0.391573619201292,0.294868114502349,0.482929068327327,0.696387318402514,0.648555893300178,0.743944883709517,"multi-class","NLST","Slide","three tumor grades classified were Grade 1 (well-differentiated), Grade 2 (moderately differentiated), and Grade 3 (poorly differentiated),","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.591698391100337,0.484564949013319,0.692780931656331,0.4712788,0.3740975,0.5834025,0.485464,0.3788825,0.576205,0.485463739459569,0.378863719400804,0.576195436507937,0.742749278482527,0.688888888888889,0.799151545698925,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.678190197393529,0.567886694987714,0.790042892156863,0.5592742,0.4444425,0.6843225,0.5379645,0.401575,0.677215,0.537963255624455,0.40156223893066,0.677261904761905,0.768321151215069,0.696749349530871,0.838747175006366,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.650136631962826,0.52765536375133,0.764384764537312,0.5241065,0.4077,0.657235,0.498896,0.349945,0.63972,0.498895341513019,0.349944638694639,0.639713729790162,0.749006870116344,0.678064177283817,0.820520932768834,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.558551002734124,0.430760545707282,0.683771517097243,0.4515764,0.350365,0.5797325,0.4415919,0.310965,0.583945,0.441592696591911,0.310962782773928,0.583973582854194,0.721402832450577,0.654739528909787,0.794931428378286,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.646982901762364,0.52976672914326,0.764341646180582,0.5305779,0.4206825,0.660515,0.4610303,0.3221575,0.594715,0.461030724048262,0.32218019005848,0.594707768474216,0.729773268170433,0.660268308080808,0.797382262538513,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.65763274852311,0.546460666924845,0.773498356814755,0.5426461,0.427485,0.67231,0.5427296,0.4081925,0.67861,0.542731271298168,0.40817977915804,0.678642191142191,0.770182598195423,0.699391843351973,0.838979050686368,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.620330680010604,0.492172174943104,0.740669180866791,0.5086521,0.3901925,0.64383,0.4380552,0.302465,0.575475,0.438055165472476,0.302489533492823,0.575455630970337,0.719404459310948,0.652791430084777,0.788341121901977,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.652888657321035,0.525680372788131,0.78029141720502,0.5414003,0.4208625,0.6826125,0.5864387,0.446295,0.72231,0.58643877022297,0.446330272119409,0.722304387398234,0.791298054110638,0.718957641621928,0.859486717801768,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.641552790868753,0.519518495529525,0.763681586011598,0.5198768,0.411785,0.6486225,0.4819159,0.34431,0.619405,0.481915119179448,0.344354066985646,0.619396300186741,0.740327856486339,0.671115567439097,0.809501445438945,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.675088380493592,0.549208312998926,0.795588900144735,0.5428871,0.4172525,0.689215,0.5393078,0.3868575,0.6792075,0.539307075865181,0.386835511982571,0.679173976608187,0.768363248476613,0.696695945945946,0.839416342088618,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.657201394414245,0.534788414576822,0.782145026834845,0.5439139,0.4275875,0.68051,0.4761161,0.34479,0.6117025,0.476115780759516,0.344771825396825,0.61175210778438,0.738673025062016,0.67456664139734,0.806060248412398,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.505666293597035,0.378902937038008,0.638172560172624,0.4045565,0.3094975,0.53492,0.3063027,0.19219,0.4303075,0.30630301291791,0.192221395305761,0.430309343434343,0.653937347614818,0.594995835455394,0.716116271141888,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.624816108087886,0.484107913522846,0.747068420539009,0.5579379,0.42789,0.68655,0.4854147,0.346805,0.617635,0.485415227592678,0.346778711484594,0.617682072829132,0.741891214588617,0.669906523215347,0.808258014828738,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.628498706441776,0.510545730416895,0.748729447578538,0.5127456,0.3992,0.638305,0.5237702,0.3797975,0.655605,0.523770245049027,0.37977329846609,0.655561840120664,0.760624685242994,0.68957849801061,0.831617647058823,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.62645054963587,0.51245439877799,0.731843014504652,0.4909261,0.3920825,0.6093625,0.5430616,0.4127625,0.6693975,0.543061252540748,0.412736742424242,0.669409722222222,0.770905960247432,0.708727628972889,0.83585926468991,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.597981406789281,0.488633282862115,0.702793525401256,0.4661007,0.369095,0.5777,0.4623836,0.345495,0.5779125,0.462381715481962,0.345451222753854,0.577889791368052,0.730516019282661,0.669142335202332,0.78929170246441,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.504809241536135,0.374506293009564,0.632354708826123,0.4056798,0.312775,0.523835,0.3088415,0.2063,0.4118725,0.308839928467662,0.206349206349206,0.411838419578358,0.654601446860148,0.602688523162661,0.70405726201771,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.63035684141291,0.508706889201665,0.74178167682497,0.5328564,0.42126,0.6516275,0.4220509,0.312465,0.5361225,0.42205060376217,0.312465277777778,0.536134259259259,0.71127860153442,0.658195278204353,0.771392993979201,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.687262903097615,0.561139649690454,0.799461113326245,0.5639578,0.4328,0.7007325,0.5335383,0.3938575,0.66804,0.533538501236559,0.393903173280108,0.668030621339445,0.766063298342424,0.697229399602486,0.833007920988546,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.52428024901131,0.402674360021787,0.650023427101513,0.4223801,0.3297975,0.53988,0.3443472,0.2335725,0.4583025,0.344349179046191,0.23352578160144,0.458334694989107,0.672433523154653,0.618685515873016,0.728569832147418,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.522356398497718,0.392992076097122,0.658952169187132,0.4057694,0.311095,0.532505,0.3038138,0.18929,0.4231025,0.303813948176327,0.189245248538012,0.423080808080808,0.65223587647396,0.593062335734749,0.709760617760618,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.492547923387037,0.383162334723788,0.599056024375171,0.3661783,0.300475,0.4487125,0.3364537,0.2210825,0.4648025,0.336453496356435,0.221035575048733,0.464817538126362,0.668250811313935,0.610671393557423,0.730053210678211,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","lung stage","Out of Domain","Lung","lung","Diagnostic: Tumor Staging","Diagnostic",0.626010035971317,0.509025842499904,0.734967153549155,0.4922003,0.3911425,0.6056075,0.5236511,0.385685,0.6494325,0.523650586009282,0.385663781817075,0.649384999058912,0.76133948273639,0.694931236383442,0.824324628271997,"multi-class","NLST","Slide","Êstages I, II, and III (tumor staging)","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.655420810428714,0.576009037194935,0.731537611465896,0.4224348,0.347765,0.505015,0.3953,0.3006975,0.490825,0.395299651826881,0.300670138888889,0.490814907003471,0.798724984760282,0.766180678131664,0.83016343619679,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.959296679694184,0.92826318451779,0.986195447213577,0.901323,0.83915,0.9608125,0.8321643,0.7461825,0.9124225,0.83216447096551,0.746164076426025,0.912429867327366,0.94499972066293,0.915228531877831,0.971571793709552,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.96734247376985,0.936346685090719,0.991385551642347,0.9159824,0.8423975,0.976805,0.8567566,0.767095,0.9332025,0.85675670851255,0.767101018675722,0.933168169139636,0.953154932998789,0.922390125207086,0.977842028660994,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.791482998696006,0.730207973163588,0.850312077752747,0.5648711,0.4695875,0.66332,0.5128386,0.4192,0.6081225,0.512839610346246,0.419209348924023,0.608111723856209,0.837117179579274,0.805055753585638,0.870393886757194,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.972071538282652,0.942343074983508,0.993076675915123,0.9315111,0.865395,0.9801025,0.8704083,0.7912025,0.9420075,0.870408231890934,0.791222391917293,0.942000013320546,0.95790058038878,0.930111442127331,0.983315141920834,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.965588881615343,0.937016389121976,0.986620603315108,0.9156498,0.85159,0.9665175,0.8446382,0.7548975,0.91671,0.844638276562873,0.754898459383753,0.916749498663102,0.949229350381717,0.91930431890484,0.97451707177038,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.982710630024459,0.961685982358179,0.997501170526994,0.9574022,0.9112,0.9935,0.8568833,0.7755425,0.92493,0.856883833488087,0.77557718159034,0.924883319805195,0.952917594977691,0.92456765103615,0.975844013820806,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.961573653389032,0.930142947175306,0.985519055389424,0.9040705,0.8353925,0.95961,0.8166493,0.7232825,0.8935025,0.816648721221664,0.723287337662338,0.893520375321846,0.940144384045537,0.905990922337849,0.967678396871945,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.961668204752321,0.927131361680571,0.988133891637862,0.9004334,0.82439,0.9673175,0.8557625,0.7774875,0.9274375,0.855761710053455,0.777465566070926,0.927444530443756,0.953046860040471,0.926041666666667,0.976761039176086,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","kidney subtype","TCGA","KIRC + KIRP + KICH","kidney","Diagnostic: Histologic Subtyping","Diagnostic",0.968190414537194,0.938277953776713,0.990467751197051,0.9189896,0.8513975,0.97271,0.8840746,0.811295,0.9469425,0.884074003407127,0.811302252314249,0.946918663847118,0.962009419740922,0.936025816060802,0.983318953120506,"multi-class","TCGA","Slide","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","","Path-VM","Pathology","Vit-L",307,1300,0.171
