Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
mRNAstatus,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.65,0.63,0.65,0.65,PRAD,Slide,binary,prostate,0.64
mRNAstatus,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.4,0.4,0.44,0.4,PRAD,Slide,binary,prostate,0.41
mRNAstatus,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.39,0.4,0.46,0.39,PRAD,Slide,binary,prostate,0.41
mRNAstatus,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.56,0.55,0.58,0.56,PRAD,Slide,binary,prostate,0.56
mRNAstatus,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.68,0.68,0.71,0.68,PRAD,Slide,binary,prostate,0.69
mRNAstatus,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.65,0.64,0.66,0.65,PRAD,Slide,binary,prostate,0.65
mRNAstatus,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.54,0.54,0.54,0.54,PRAD,Slide,binary,prostate,0.54
mRNAstatus,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.62,0.62,0.65,0.62,PRAD,Slide,binary,prostate,0.63
mRNAstatus,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.44,0.43,0.47,0.44,PRAD,Slide,binary,prostate,0.44
mRNAstatus,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.44,0.43,0.46,0.44,PRAD,Slide,binary,prostate,0.44
MGMT,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.64,0.65,0.7,0.64,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.65,0.64,0.69,0.65,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.55,0.56,0.62,0.55,GBM+LGG,Slide,binary,brain,0.57
MGMT,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.63,0.65,0.73,0.63,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.55,0.55,0.61,0.55,GBM+LGG,Slide,binary,brain,0.56
MGMT,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.45,0.47,0.54,0.45,GBM+LGG,Slide,binary,brain,0.48
MGMT,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.56,0.57,0.64,0.56,GBM+LGG,Slide,binary,brain,0.58
MGMT,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.58,0.58,0.65,0.58,GBM+LGG,Slide,binary,brain,0.6
MGMT,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.65,0.65,0.71,0.65,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.51,0.59,0.77,0.51,GBM+LGG,Slide,binary,brain,0.6
MGMT,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.63,0.63,0.7,0.63,GBM+LGG,Slide,binary,brain,0.65
MGMT,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.65,0.65,0.71,0.65,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.66,0.67,0.73,0.66,GBM+LGG,Slide,binary,brain,0.68
MGMT,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.64,0.65,0.71,0.64,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.46,0.46,0.53,0.46,GBM+LGG,Slide,binary,brain,0.48
MGMT,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.58,0.57,0.64,0.58,GBM+LGG,Slide,binary,brain,0.59
MGMT,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.62,0.62,0.68,0.62,GBM+LGG,Slide,binary,brain,0.64
MGMT,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.64,0.64,0.69,0.64,GBM+LGG,Slide,binary,brain,0.65
MGMT,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.67,0.68,0.74,0.67,GBM+LGG,Slide,binary,brain,0.69
MGMT,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.62,0.62,0.62,0.62,GBM+LGG,Slide,binary,brain,0.62
MGMT,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.67,0.68,0.74,0.67,GBM+LGG,Slide,binary,brain,0.69
MGMT,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.64,0.64,0.7,0.64,GBM+LGG,Slide,binary,brain,0.66
MGMT,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.57,0.57,0.64,0.57,GBM+LGG,Slide,binary,brain,0.59
LC25000,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.88,0.83,0.79,0.88,Pan-cancer,Patch,multi-class,pan-cancer,0.84
LC25000,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.99,0.98,0.98,0.99,Pan-cancer,Patch,multi-class,pan-cancer,0.99
LC25000,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.79,0.71,0.65,0.79,Pan-cancer,Patch,multi-class,pan-cancer,0.74
LC25000,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.83,0.76,0.7,0.83,Pan-cancer,Patch,multi-class,pan-cancer,0.78
LC25000,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.41,0.27,0.22,0.41,Pan-cancer,Patch,multi-class,pan-cancer,0.33
LC25000,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.76,0.66,0.59,0.76,Pan-cancer,Patch,multi-class,pan-cancer,0.69
LC25000,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.73,0.64,0.59,0.73,Pan-cancer,Patch,multi-class,pan-cancer,0.67
LC25000,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.95,0.93,0.91,0.95,Pan-cancer,Patch,multi-class,pan-cancer,0.94
LC25000,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.8,0.71,0.65,0.8,Pan-cancer,Patch,multi-class,pan-cancer,0.74
LC25000,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.97,0.96,0.94,0.97,Pan-cancer,Patch,multi-class,pan-cancer,0.96
LC25000,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.76,0.66,0.6,0.76,Pan-cancer,Patch,multi-class,pan-cancer,0.7
LC25000,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.74,0.64,0.57,0.74,Pan-cancer,Patch,multi-class,pan-cancer,0.67
LC25000,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.98,0.97,0.97,0.98,Pan-cancer,Patch,multi-class,pan-cancer,0.98
LC25000,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,1.0,1.0,1.0,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.95,0.92,0.9,0.95,Pan-cancer,Patch,multi-class,pan-cancer,0.93
LC25000,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,1.0,0.99,0.99,1.0,Pan-cancer,Patch,multi-class,pan-cancer,1.0
LC25000,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.88,0.83,0.79,0.88,Pan-cancer,Patch,multi-class,pan-cancer,0.84
LC25000,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.96,0.95,0.93,0.96,Pan-cancer,Patch,multi-class,pan-cancer,0.95
UniToPatho,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.46,0.45,0.45,0.46,COAD,Patch,multi-class,colon,0.46
UniToPatho,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.47,0.43,0.41,0.47,COAD,Patch,multi-class,colon,0.44
UniToPatho,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.42,0.41,0.4,0.42,COAD,Patch,multi-class,colon,0.41
UniToPatho,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.5,0.44,0.41,0.5,COAD,Patch,multi-class,colon,0.46
UniToPatho,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.45,0.42,0.4,0.45,COAD,Patch,multi-class,colon,0.43
UniToPatho,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.25,0.13,0.09,0.25,COAD,Patch,multi-class,colon,0.18
UniToPatho,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.42,0.41,0.41,0.42,COAD,Patch,multi-class,colon,0.42
UniToPatho,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.43,0.41,0.41,0.43,COAD,Patch,multi-class,colon,0.42
UniToPatho,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.47,0.44,0.43,0.47,COAD,Patch,multi-class,colon,0.45
UniToPatho,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.42,0.41,0.4,0.42,COAD,Patch,multi-class,colon,0.41
UniToPatho,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.46,0.41,0.39,0.46,COAD,Patch,multi-class,colon,0.43
UniToPatho,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.56,0.49,0.46,0.56,COAD,Patch,multi-class,colon,0.52
UniToPatho,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.5,0.44,0.42,0.5,COAD,Patch,multi-class,colon,0.46
UniToPatho,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.52,0.46,0.43,0.52,COAD,Patch,multi-class,colon,0.48
UniToPatho,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.41,0.39,0.39,0.41,COAD,Patch,multi-class,colon,0.4
UniToPatho,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.43,0.42,0.42,0.43,COAD,Patch,multi-class,colon,0.42
UniToPatho,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.55,0.46,0.42,0.55,COAD,Patch,multi-class,colon,0.5
UniToPatho,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.52,0.46,0.43,0.52,COAD,Patch,multi-class,colon,0.48
UniToPatho,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.54,0.48,0.45,0.54,COAD,Patch,multi-class,colon,0.5
UniToPatho,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.47,0.39,0.35,0.47,COAD,Patch,multi-class,colon,0.42
UniToPatho,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.52,0.45,0.41,0.52,COAD,Patch,multi-class,colon,0.48
UniToPatho,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.46,0.45,0.45,0.46,COAD,Patch,multi-class,colon,0.46
UniToPatho,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.45,0.45,0.45,0.45,COAD,Patch,multi-class,colon,0.45
lung_transcriptome_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.34,0.36,0.4,0.34,LUSC+LUAD,Slide,multi-class,lung,0.36
lung_transcriptome_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.59,0.59,0.61,0.59,LUSC+LUAD,Slide,multi-class,lung,0.6
lung_transcriptome_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.35,0.35,0.36,0.35,LUSC+LUAD,Slide,multi-class,lung,0.35
lung_transcriptome_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.68,0.67,0.68,0.68,LUSC+LUAD,Slide,multi-class,lung,0.68
lung_transcriptome_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.33,0.33,0.34,0.33,LUSC+LUAD,Slide,multi-class,lung,0.33
lung_transcriptome_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.22,0.22,0.23,0.22,LUSC+LUAD,Slide,multi-class,lung,0.22
lung_transcriptome_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.3,0.31,0.35,0.3,LUSC+LUAD,Slide,multi-class,lung,0.32
lung_transcriptome_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.33,0.32,0.33,0.33,LUSC+LUAD,Slide,multi-class,lung,0.33
lung_transcriptome_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.49,0.49,0.52,0.49,LUSC+LUAD,Slide,multi-class,lung,0.5
lung_transcriptome_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.35,0.35,0.37,0.35,LUSC+LUAD,Slide,multi-class,lung,0.36
lung_transcriptome_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.39,0.39,0.42,0.39,LUSC+LUAD,Slide,multi-class,lung,0.4
lung_transcriptome_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.73,0.72,0.72,0.73,LUSC+LUAD,Slide,multi-class,lung,0.72
lung_transcriptome_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.68,0.67,0.68,0.68,LUSC+LUAD,Slide,multi-class,lung,0.68
lung_transcriptome_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.72,0.71,0.73,0.72,LUSC+LUAD,Slide,multi-class,lung,0.72
lung_transcriptome_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.3,0.29,0.31,0.3,LUSC+LUAD,Slide,multi-class,lung,0.3
lung_transcriptome_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.3,0.3,0.32,0.3,LUSC+LUAD,Slide,multi-class,lung,0.3
lung_transcriptome_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.59,0.59,0.61,0.59,LUSC+LUAD,Slide,multi-class,lung,0.6
lung_transcriptome_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.71,0.71,0.72,0.71,LUSC+LUAD,Slide,multi-class,lung,0.71
lung_transcriptome_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.64,0.64,0.66,0.64,LUSC+LUAD,Slide,multi-class,lung,0.64
lung_transcriptome_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.53,0.53,0.53,0.53,LUSC+LUAD,Slide,multi-class,lung,0.53
lung_transcriptome_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.6,0.6,0.61,0.6,LUSC+LUAD,Slide,multi-class,lung,0.6
lung_transcriptome_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.34,0.35,0.39,0.34,LUSC+LUAD,Slide,multi-class,lung,0.36
lung_transcriptome_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.49,0.5,0.54,0.49,LUSC+LUAD,Slide,multi-class,lung,0.5
brain_transcriptome_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.42,0.42,0.44,0.42,GBM+LGG,Slide,multi-class,brain,0.42
brain_transcriptome_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.5,0.51,0.55,0.5,GBM+LGG,Slide,multi-class,brain,0.52
brain_transcriptome_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.38,0.39,0.43,0.38,GBM+LGG,Slide,multi-class,brain,0.4
brain_transcriptome_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.62,0.64,0.69,0.62,GBM+LGG,Slide,multi-class,brain,0.64
brain_transcriptome_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.35,0.34,0.35,0.35,GBM+LGG,Slide,multi-class,brain,0.35
brain_transcriptome_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.28,0.28,0.29,0.28,GBM+LGG,Slide,multi-class,brain,0.28
brain_transcriptome_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.38,0.38,0.42,0.38,GBM+LGG,Slide,multi-class,brain,0.39
brain_transcriptome_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.38,0.38,0.42,0.38,GBM+LGG,Slide,multi-class,brain,0.39
brain_transcriptome_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.45,0.45,0.48,0.45,GBM+LGG,Slide,multi-class,brain,0.46
brain_transcriptome_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.35,0.36,0.4,0.35,GBM+LGG,Slide,multi-class,brain,0.36
brain_transcriptome_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.43,0.43,0.44,0.43,GBM+LGG,Slide,multi-class,brain,0.43
brain_transcriptome_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.59,0.6,0.63,0.59,GBM+LGG,Slide,multi-class,brain,0.6
brain_transcriptome_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.6,0.6,0.63,0.6,GBM+LGG,Slide,multi-class,brain,0.61
brain_transcriptome_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.61,0.62,0.67,0.61,GBM+LGG,Slide,multi-class,brain,0.63
brain_transcriptome_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.38,0.39,0.43,0.38,GBM+LGG,Slide,multi-class,brain,0.4
brain_transcriptome_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.37,0.38,0.43,0.37,GBM+LGG,Slide,multi-class,brain,0.39
brain_transcriptome_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.53,0.54,0.57,0.53,GBM+LGG,Slide,multi-class,brain,0.54
brain_transcriptome_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.6,0.6,0.63,0.6,GBM+LGG,Slide,multi-class,brain,0.61
brain_transcriptome_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.6,0.61,0.64,0.6,GBM+LGG,Slide,multi-class,brain,0.61
brain_transcriptome_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.53,0.53,0.53,0.53,GBM+LGG,Slide,multi-class,brain,0.53
brain_transcriptome_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.53,0.54,0.57,0.53,GBM+LGG,Slide,multi-class,brain,0.54
brain_transcriptome_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.41,0.41,0.44,0.41,GBM+LGG,Slide,multi-class,brain,0.42
brain_transcriptome_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.42,0.43,0.47,0.42,GBM+LGG,Slide,multi-class,brain,0.43
TCGA-Grade,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.49,0.5,0.55,0.49,Pan-cancer,Slide,multi-class,pan-cancer,0.51
TCGA-Grade,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.56,0.55,0.58,0.56,Pan-cancer,Slide,multi-class,pan-cancer,0.56
TCGA-Grade,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.39,0.4,0.46,0.39,Pan-cancer,Slide,multi-class,pan-cancer,0.41
TCGA-Grade,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.6,0.59,0.62,0.6,Pan-cancer,Slide,multi-class,pan-cancer,0.6
TCGA-Grade,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.42,0.43,0.47,0.42,Pan-cancer,Slide,multi-class,pan-cancer,0.43
TCGA-Grade,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.3,0.32,0.37,0.3,Pan-cancer,Slide,multi-class,pan-cancer,0.32
TCGA-Grade,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.36,0.37,0.42,0.36,Pan-cancer,Slide,multi-class,pan-cancer,0.38
TCGA-Grade,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.37,0.38,0.42,0.37,Pan-cancer,Slide,multi-class,pan-cancer,0.38
TCGA-Grade,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.46,0.46,0.5,0.46,Pan-cancer,Slide,multi-class,pan-cancer,0.47
TCGA-Grade,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.39,0.4,0.46,0.39,Pan-cancer,Slide,multi-class,pan-cancer,0.41
TCGA-Grade,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.49,0.49,0.53,0.49,Pan-cancer,Slide,multi-class,pan-cancer,0.5
TCGA-Grade,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.57,0.57,0.61,0.57,Pan-cancer,Slide,multi-class,pan-cancer,0.58
TCGA-Grade,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.58,0.58,0.61,0.58,Pan-cancer,Slide,multi-class,pan-cancer,0.59
TCGA-Grade,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.6,0.6,0.63,0.6,Pan-cancer,Slide,multi-class,pan-cancer,0.61
TCGA-Grade,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.38,0.38,0.43,0.38,Pan-cancer,Slide,multi-class,pan-cancer,0.39
TCGA-Grade,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.37,0.38,0.43,0.37,Pan-cancer,Slide,multi-class,pan-cancer,0.39
TCGA-Grade,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.52,0.52,0.56,0.52,Pan-cancer,Slide,multi-class,pan-cancer,0.53
TCGA-Grade,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.55,0.55,0.59,0.55,Pan-cancer,Slide,multi-class,pan-cancer,0.56
TCGA-Grade,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.57,0.56,0.59,0.57,Pan-cancer,Slide,multi-class,pan-cancer,0.57
TCGA-Grade,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.55,0.55,0.55,0.55,Pan-cancer,Slide,multi-class,pan-cancer,0.55
TCGA-Grade,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.59,0.58,0.61,0.59,Pan-cancer,Slide,multi-class,pan-cancer,0.59
TCGA-Grade,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.51,0.51,0.55,0.51,Pan-cancer,Slide,multi-class,pan-cancer,0.52
TCGA-Grade,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.46,0.46,0.5,0.46,Pan-cancer,Slide,multi-class,pan-cancer,0.47
BRACS,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.38,0.33,0.31,0.38,BRCA,Patch,multi-class,breast,0.35
BRACS,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.48,0.4,0.39,0.48,BRCA,Patch,multi-class,breast,0.44
BRACS,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.2,0.15,0.17,0.2,BRCA,Patch,multi-class,breast,0.18
BRACS,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.6,0.51,0.47,0.6,BRCA,Patch,multi-class,breast,0.54
BRACS,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.23,0.18,0.18,0.23,BRCA,Patch,multi-class,breast,0.2
BRACS,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.15,0.06,0.05,0.15,BRCA,Patch,multi-class,breast,0.1
BRACS,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.21,0.16,0.18,0.21,BRCA,Patch,multi-class,breast,0.19
BRACS,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.25,0.21,0.22,0.25,BRCA,Patch,multi-class,breast,0.23
BRACS,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.47,0.45,0.47,0.47,BRCA,Patch,multi-class,breast,0.46
BRACS,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.1,0.08,0.08,0.1,BRCA,Patch,multi-class,breast,0.09
BRACS,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.46,0.41,0.42,0.46,BRCA,Patch,multi-class,breast,0.44
BRACS,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.66,0.59,0.54,0.66,BRCA,Patch,multi-class,breast,0.61
BRACS,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.64,0.55,0.51,0.64,BRCA,Patch,multi-class,breast,0.58
